condition,run,model,triples_seen_in_training,frequency
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
50L_50NL,1,50L_50NL_1_2,"('d', 'd', 'd')",641
