condition,run,model,triples_seen_in_training,frequency
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('s', 's', 's')",1704
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
90L_10NL,3,90L_10NL_3_1,"('n', 'n', 'n')",660
