condition,run,model,triples_seen_in_training,frequency
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
10L_90NL,1,10L_90NL_1_4,"(nan, nan, nan)",802
